mcc_cat_desc,total,transactions,doy,hour
GAS,572043.750000005,24363,319,12
GAS,624182.610000009,26148,319,13
GAS,682489.960000011,28658,319,14
GAS,678359.900000005,28691,319,15
GAS,613287.580000006,25938,319,16
GAS,524979.270000003,22708,319,17
GAS,412063.959999999,18975,319,18
GAS,315573.85,15690,319,19
GAS,234503.890000001,12324,319,20
GAS,171617.38,9136,319,21
GAS,112350.23,6343,319,22
GAS,70840.5299999999,4298,319,23
GAS,50422.17,3101,320,0
GAS,42115.8400000001,2603,320,1
GAS,53968.13,3077,320,2
GAS,96213.7099999999,5346,320,3
GAS,164596.19,8396,320,4
GAS,245764.95,11976,320,5
GAS,337862.090000001,15425,320,6
GAS,428293.150000007,18527,320,7
GAS,494043.120000005,20662,320,8
GAS,542064.950000004,22485,320,9
GAS,564684.210000006,23046,320,10
GAS,570880.850000003,23364,320,11
GAS,564670.710000001,23307,320,12
GAS,546368.920000003,22873,320,13
GAS,532104.950000007,22665,320,14
GAS,515573.520000004,22444,320,15
GAS,471407.430000001,20650,320,16
GAS,399668.740000003,18425,320,17
GAS,324760.44,15929,320,18
GAS,247911.260000001,13116,320,19
GAS,186967.590000002,10667,320,20
GAS,144686.37,8327,320,21
GAS,108628.95,6535,320,22
GAS,65908.27,4146,320,23
GAS,44298.95,2892,321,0
GAS,36264.12,2264,321,1
GAS,33650.98,2128,321,2
GAS,50039.7400000001,3055,321,3
GAS,85612.5199999998,4777,321,4
GAS,137810.2,7053,321,5
GAS,207919.59,9981,321,6
GAS,294997.19,13469,321,7
GAS,372574.870000002,16374,321,8
GAS,456687.980000002,19418,321,9
GAS,500008.950000005,21175,321,10
GAS,503084.590000004,21281,321,11
GAS,521224.010000001,21860,321,12
GAS,506987.840000003,21766,321,13
GAS,497813.640000005,21143,321,14
GAS,462557.070000004,20213,321,15
GAS,427480.480000003,18803,321,16
GAS,367583.360000002,16805,321,17
GAS,266743.050000001,12695,321,18
GAS,207398.55,10471,321,19
GAS,146230.39,7708,321,20
GAS,103319.86,5655,321,21
GAS,60405.1000000001,3483,321,22
GAS,37161.38,2291,321,23
GAS,30974.06,1740,322,0
GAS,35103.2599999999,1888,322,1
GAS,75797.55,3829,322,2
GAS,168445.799999999,8960,322,3
GAS,284547.720000001,14911,322,4
GAS,345755.610000004,17799,322,5
GAS,353377.280000003,17519,322,6
GAS,369420.840000002,17169,322,7
GAS,378242.650000002,16922,322,8
GAS,383776.670000001,17542,322,9
GAS,388090.570000002,17617,322,10
GAS,397756.450000004,18088,322,11
GAS,437979.040000004,19418,322,12
GAS,451852.020000003,20079,322,13
GAS,508291.930000004,21970,322,14
GAS,535081.290000007,22867,322,15
GAS,478558.400000001,20712,322,16
GAS,401386.95,17560,322,17
GAS,301731.840000001,13760,322,18
GAS,226096.110000001,10776,322,19
GAS,148122.53,7886,322,20
GAS,101155.42,5623,322,21
GAS,67519.4699999999,3701,322,22
GAS,38958.91,2334,322,23
GAS,34292.52,1794,323,0
GAS,31663.11,1866,323,1
GAS,64819.4900000001,3693,323,2
GAS,160004.35,8753,323,3
GAS,268121.020000001,14663,323,4
GAS,333402.570000002,17710,323,5
GAS,349744.399999999,17307,323,6
GAS,353880.220000001,16719,323,7
GAS,360620.58,16222,323,8
GAS,358716.600000003,16834,323,9
GAS,376407.480000003,17171,323,10
GAS,378365.440000002,17267,323,11
GAS,418415.160000002,18757,323,12
GAS,442539.840000004,19850,323,13
GAS,512023.020000007,22744,323,14
GAS,528672.650000005,23015,323,15
GAS,467584.820000003,20613,323,16
GAS,405405.790000001,17886,323,17
GAS,315223.920000002,14537,323,18
GAS,229693.56,11054,323,19
GAS,158509.37,8319,323,20
GAS,108271.19,5746,323,21
GAS,65376.9599999999,3756,323,22
GAS,40758.71,2445,323,23
GAS,31797.58,1789,324,0
GAS,32835.85,1948,324,1
GAS,68156.1299999999,3840,324,2
GAS,159960.88,9143,324,3
GAS,272821.690000001,15058,324,4
GAS,345186.73,18601,324,5
GAS,360415.920000001,18035,324,6
GAS,363803.900000002,17338,324,7
GAS,382092.550000002,16993,324,8
GAS,380980.010000002,17356,324,9
GAS,384099.680000001,17468,324,10
GAS,398773.410000005,18126,324,11
GAS,433787.280000002,19324,324,12
GAS,462055.260000004,20501,324,13
GAS,524314.180000003,23366,324,14
GAS,541168.760000005,23805,324,15
GAS,492214.250000003,21537,324,16
GAS,416023.999999999,18460,324,17
GAS,338417.420000001,15348,324,18
GAS,241587.760000001,11798,324,19
GAS,167494.900000001,8499,324,20
GAS,111549.42,5990,324,21
GAS,67467.35,3889,324,22
GAS,42728.0899999999,2575,324,23
GAS,31885.99,1975,325,0
GAS,38921.64,2219,325,1
GAS,78884.6199999999,4416,325,2
GAS,182153.239999999,9972,325,3
GAS,300008.550000001,16398,325,4
GAS,359599.660000003,19211,325,5
GAS,366859.530000003,18595,325,6
GAS,379999.470000002,18010,325,7
GAS,387430.220000001,17663,325,8
GAS,403693.950000002,18441,325,9
GAS,404812.030000003,18352,325,10
GAS,414748.290000004,18630,325,11
GAS,450344.510000003,19961,325,12
GAS,479571.870000006,21297,325,13
GAS,558826.20000001,24303,325,14
GAS,570077.510000008,24667,325,15
GAS,523538.370000002,22698,325,16
GAS,430467.350000001,19289,325,17
GAS,334337.010000002,15489,325,18
GAS,254153.91,12201,325,19
GAS,182975.09,9403,325,20
GAS,121373.58,6631,325,21
GAS,71808.3899999998,4281,325,22
GAS,53124.4499999999,2938,325,23
GAS,37569.3000000001,2305,326,0
GAS,49096.0599999999,2720,326,1
GAS,104609.36,5406,326,2
GAS,229303.65,11891,326,3
GAS,365093.730000001,19034,326,4
GAS,444638.190000002,22443,326,5
GAS,467498.14,22054,326,6
GAS,479485.240000004,21591,326,7
GAS,496551.950000002,21178,326,8
GAS,500383.980000004,21370,326,9
GAS,518517.270000004,21940,326,10
GAS,532137.480000004,22483,326,11
GAS,587923.350000007,24328,326,12
GAS,633096.490000001,26248,326,13
GAS,689032.690000009,28444,326,14
GAS,679936.690000005,28316,326,15
GAS,597662.430000009,25505,326,16
GAS,515294.800000002,22289,326,17
GAS,404940.130000001,18371,326,18
GAS,310403.740000002,15176,326,19
GAS,234152.699999999,12312,326,20
GAS,161381.400000001,8975,326,21
GAS,108210.31,6226,326,22
GAS,70650.8300000001,4257,326,23
GAS,52556.3499999999,3182,327,0
GAS,44677.9799999999,2667,327,1
GAS,57790.4100000001,3242,327,2
GAS,99947.2399999997,5461,327,3
GAS,167169.07,8605,327,4
GAS,244456.329999999,11727,327,5
GAS,336961.27,15104,327,6
GAS,421512.780000004,18134,327,7
GAS,490906.200000004,20287,327,8
GAS,541945.659999999,22036,327,9
GAS,568237.110000002,22807,327,10
GAS,573543.99,23041,327,11
GAS,572615.880000006,23368,327,12
GAS,560199.950000004,23094,327,13
GAS,549063.330000006,23080,327,14
GAS,514693.170000005,21955,327,15
GAS,472789.759999998,20604,327,16
GAS,406064.570000001,18314,327,17
GAS,323314.980000001,15635,327,18
GAS,250194.550000001,13185,327,19
GAS,191475.690000001,10524,327,20
GAS,140180.87,8030,327,21
GAS,104955.44,6168,327,22
GAS,65676.0999999998,4136,327,23
GAS,45060.0999999999,2874,328,0
GAS,34067.0799999999,2181,328,1
GAS,37164.01,2183,328,2
GAS,53568.46,3065,328,3
GAS,87024.26,4672,328,4
GAS,137063.47,6841,328,5
GAS,212354.61,9800,328,6
GAS,295979.840000001,13195,328,7
GAS,384378.850000002,16279,328,8
GAS,463488.990000004,19144,328,9
GAS,509279.820000004,20873,328,10
GAS,508694.860000002,20897,328,11
GAS,508415.620000003,21034,328,12
GAS,513324.330000007,21320,328,13
GAS,512316.860000004,21419,328,14
GAS,462436.390000003,19872,328,15
GAS,413847.360000001,18016,328,16
GAS,358005.440000001,16211,328,17
GAS,263820.280000001,12366,328,18
GAS,202165.55,10012,328,19
GAS,146721.97,7535,328,20
GAS,98895.36,5496,328,21
GAS,65681.7499999998,3713,328,22
GAS,42784.3399999999,2496,328,23
GAS,29863.91,1789,329,0
GAS,35811.39,2026,329,1
GAS,75726.3899999998,3920,329,2
GAS,165837.929999999,8776,329,3
GAS,284647.000000001,14602,329,4
GAS,350283.4,17580,329,5
GAS,365153.680000003,17543,329,6
GAS,387795.230000003,17583,329,7
GAS,392180.200000001,17181,329,8
GAS,435462.420000004,18727,329,9
GAS,442468.240000002,18749,329,10
GAS,455642.750000007,19099,329,11
GAS,463635.710000003,20224,329,12
GAS,501007.630000007,21448,329,13
GAS,566014.360000007,23878,329,14
GAS,559663.900000006,23626,329,15
GAS,503857.320000004,21391,329,16
GAS,419793.420000001,18115,329,17
GAS,323496.05,14306,329,18
GAS,240116.040000001,11380,329,19
GAS,161724.52,8299,329,20
GAS,114094.18,6023,329,21
GAS,69032.2800000001,3847,329,22
GAS,47750.55,2640,329,23
GAS,33703.8,1922,330,0
GAS,32618.18,1916,330,1
GAS,63732.97,3590,330,2
GAS,141467.36,7928,330,3
GAS,248292.26,13758,330,4
GAS,324529.160000001,16825,330,5
GAS,351317.250000003,17396,330,6
GAS,386042.880000003,17600,330,7
GAS,400050.090000004,17335,330,8
GAS,425685.260000003,18533,330,9
GAS,447622.200000001,19156,330,10
GAS,463736.680000002,19953,330,11
GAS,478230.500000006,20856,330,12
GAS,513440.770000001,22059,330,13
GAS,566996.300000005,24267,330,14
GAS,551848.660000004,23836,330,15
GAS,503707.510000007,22005,330,16
GAS,443245.160000002,19303,330,17
GAS,347052.490000001,15723,330,18
GAS,264208.090000001,12577,330,19
GAS,190852.14,9586,330,20
GAS,135289.9,6835,330,21
GAS,82450.8199999996,4518,330,22
GAS,54068.77,3058,330,23
GAS,41494.45,2348,331,0
GAS,44232.54,2392,331,1
GAS,77907.0299999999,4215,331,2
GAS,156227.2,8587,331,3
GAS,271032.780000001,14387,331,4
GAS,344609.48,17480,331,5
GAS,395558.880000002,18868,331,6
GAS,452401.330000002,19635,331,7
GAS,485539.450000005,20151,331,8
GAS,539894.130000005,22300,331,9
GAS,567590.590000005,23047,331,10
GAS,596533.900000001,24176,331,11
GAS,632338.990000003,25699,331,12
GAS,645466.460000003,26272,331,13
GAS,665567.23000001,27181,331,14
GAS,634488.650000008,26328,331,15
GAS,569262.730000007,23915,331,16
GAS,491006.22,21200,331,17
GAS,377610.970000001,17286,331,18
GAS,297349.360000001,14399,331,19
GAS,220309.48,11320,331,20
GAS,158343.39,8359,331,21
GAS,102557.45,5696,331,22
GAS,68942.21,3980,331,23
GAS,48234.34,2870,332,0
GAS,39927.55,2268,332,1
GAS,40094.39,2258,332,2
GAS,61035.3500000001,3309,332,3
GAS,102625.02,5197,332,4
GAS,164602.43,7981,332,5
GAS,256754.19,11715,332,6
GAS,346832.490000002,15768,332,7
GAS,430602.160000003,19547,332,8
GAS,471783.290000002,21411,332,9
GAS,461792.580000003,20896,332,10
GAS,444456.550000003,20400,332,11
GAS,419687.040000001,19390,332,12
GAS,392371.100000004,18311,332,13
GAS,367925.050000002,17464,332,14
GAS,362539.020000003,17560,332,15
GAS,331432.260000001,16758,332,16
GAS,327661.990000002,16740,332,17
GAS,277824.320000001,14671,332,18
GAS,240205.140000001,12761,332,19
GAS,188740.279999999,10338,332,20
GAS,149639.48,8350,332,21
GAS,103996.7,5855,332,22
GAS,71448.34,4006,332,23
GAS,55225.08,2960,333,0
GAS,46886.4,2665,333,1
GAS,60300.0099999999,3273,333,2
GAS,107386.12,5680,333,3
GAS,174405.77,8815,333,4
GAS,241605.16,11471,333,5
GAS,327554.250000003,14217,333,6
GAS,403692.430000004,17075,333,7
GAS,469613.470000005,19252,333,8
GAS,525433.800000003,21228,333,9
GAS,557807.900000004,22262,333,10
GAS,576386.750000008,23210,333,11
GAS,585874.960000001,23462,333,12
GAS,567834.770000008,23286,333,13
GAS,564501.890000006,23265,333,14
GAS,522887.780000004,22210,333,15
GAS,471589.440000003,20471,333,16
GAS,389250.86,17633,333,17
GAS,323475.03,15488,333,18
GAS,262609.67,13115,333,19
GAS,201901.120000001,10570,333,20
GAS,142333.36,7818,333,21
GAS,97636.6400000001,5599,333,22
GAS,62515.22,3717,333,23
GAS,43705.7300000001,2682,334,0
GAS,35722.09,2180,334,1
GAS,45075.72,2515,334,2
GAS,71314.8299999999,3939,334,3
GAS,127122.13,6337,334,4
GAS,193466.12,9383,334,5
GAS,283545.050000001,12638,334,6
GAS,394280.390000003,16526,334,7
GAS,476932.770000003,19629,334,8
GAS,540396.620000002,21686,334,9
GAS,572096.300000006,22982,334,10
GAS,587053.390000004,23841,334,11
GAS,570384.860000005,23316,334,12
GAS,564087.940000007,23347,334,13
GAS,546769.250000005,22871,334,14
GAS,510067.440000003,21657,334,15
GAS,455775.800000002,20043,334,16
GAS,401508.610000002,18266,334,17
GAS,321590.380000003,15430,334,18
GAS,252840.400000002,12925,334,19
GAS,199114.640000001,10849,334,20
GAS,147116.74,8142,334,21
GAS,105692.83,6115,334,22
GAS,68399.83,4129,334,23
GIFTS,43.48,1,319,0
GIFTS,2.99,1,319,3
GIFTS,11.71,2,319,4
GIFTS,143.43,5,319,5
GIFTS,282.72,12,319,6
GIFTS,2011.59,50,319,7
GIFTS,3673.73,102,319,8
GIFTS,5913.89,145,319,9
GIFTS,6428.64,186,319,10
GIFTS,8291.4,215,319,11
GIFTS,7423.37,212,319,12
GIFTS,9731.51,247,319,13
GIFTS,6992.96,188,319,14
GIFTS,7270.24,207,319,15
GIFTS,6368.43,177,319,16
GIFTS,6306.98,171,319,17
GIFTS,4454.12,129,319,18
GIFTS,3036.16,79,319,19
GIFTS,1136.5,37,319,20
GIFTS,578.87,15,319,21
GIFTS,300.28,6,319,22
GIFTS,65.43,3,319,23
GIFTS,3.21,1,320,0
GIFTS,2.89,1,320,3
GIFTS,30,1,320,4
GIFTS,133.11,4,320,5
GIFTS,696.82,20,320,6
GIFTS,3623.64,85,320,7
GIFTS,6699.38,144,320,8
GIFTS,13969.69,235,320,9
GIFTS,13099,297,320,10
GIFTS,14388.45,352,320,11
GIFTS,15503.57,399,320,12
GIFTS,15294.21,342,320,13
GIFTS,12882.34,325,320,14
GIFTS,9301.98,280,320,15
GIFTS,8911.42,263,320,16
GIFTS,6382.02,205,320,17
GIFTS,4062.91,113,320,18
GIFTS,2246.24,60,320,19
GIFTS,938.04,37,320,20
GIFTS,660.84,17,320,21
GIFTS,489.77,7,320,22
GIFTS,168.59,6,320,23
GIFTS,57.33,2,321,0
GIFTS,78.57,2,321,1
GIFTS,12.85,1,321,4
GIFTS,18.23,2,321,5
GIFTS,337.91,5,321,6
GIFTS,1135.16,32,321,7
GIFTS,2862.75,71,321,8
GIFTS,4139.17,117,321,9
GIFTS,6016.19,182,321,10
GIFTS,9031.21,247,321,11
GIFTS,11525.05,289,321,12
GIFTS,7742.37,227,321,13
GIFTS,10153.36,230,321,14
GIFTS,4707.99,142,321,15
GIFTS,4099.73,110,321,16
GIFTS,2245.78,64,321,17
GIFTS,1502.59,31,321,18
GIFTS,319.55,17,321,19
GIFTS,168.57,5,321,20
GIFTS,101.65,3,321,21
GIFTS,47.41,4,321,22
GIFTS,5.02,1,322,3
GIFTS,9.57,2,322,5
GIFTS,284.95,14,322,6
GIFTS,1458.73,43,322,7
GIFTS,2289.48,51,322,8
GIFTS,3692.67,100,322,9
GIFTS,4653.04,133,322,10
GIFTS,4219.42,110,322,11
GIFTS,4949.28,132,322,12
GIFTS,5347.57,137,322,13
GIFTS,6820.03,166,322,14
GIFTS,4022.98,115,322,15
GIFTS,3404.04,80,322,16
GIFTS,3246.1,98,322,17
GIFTS,1120.91,42,322,18
GIFTS,900.9,34,322,19
GIFTS,541.54,16,322,20
GIFTS,275.52,4,322,21
GIFTS,17.66,1,322,23
GIFTS,127.05,4,323,5
GIFTS,308.01,9,323,6
GIFTS,1156.92,36,323,7
GIFTS,2271.45,65,323,8
GIFTS,3026.3,96,323,9
GIFTS,4849.35,125,323,10
GIFTS,6149.28,149,323,11
GIFTS,4337.43,119,323,12
GIFTS,4398.08,135,323,13
GIFTS,5650.02,134,323,14
GIFTS,3986.98,116,323,15
GIFTS,2794.4,100,323,16
GIFTS,4707.26,105,323,17
GIFTS,2990.12,75,323,18
GIFTS,823.82,27,323,19
GIFTS,817.86,15,323,20
GIFTS,344.94,8,323,21
GIFTS,86.68,3,323,22
GIFTS,43.19,1,324,3
GIFTS,5.08,1,324,4
GIFTS,191.15,10,324,6
GIFTS,1691.63,36,324,7
GIFTS,2578.21,76,324,8
GIFTS,3788.14,113,324,9
GIFTS,4732.31,132,324,10
GIFTS,4016.74,127,324,11
GIFTS,4601.32,135,324,12
GIFTS,6571.04,162,324,13
GIFTS,4744.68,151,324,14
GIFTS,4793.4,146,324,15
GIFTS,5131.7,138,324,16
GIFTS,3860.36,89,324,17
GIFTS,2665.94,60,324,18
GIFTS,1346.5,43,324,19
GIFTS,779.24,23,324,20
GIFTS,718,4,324,21
GIFTS,108,1,324,22
GIFTS,18.58,1,324,23
GIFTS,33.08,3,325,4
GIFTS,141.83,4,325,5
GIFTS,382.34,17,325,6
GIFTS,1879.97,43,325,7
GIFTS,3304.93,101,325,8
GIFTS,3994.03,117,325,9
GIFTS,6043.44,144,325,10
GIFTS,4892.45,152,325,11
GIFTS,7545.73,151,325,12
GIFTS,6002.95,157,325,13
GIFTS,5437.63,158,325,14
GIFTS,4824.02,138,325,15
GIFTS,3995.1,139,325,16
GIFTS,3122.56,110,325,17
GIFTS,2411.89,74,325,18
GIFTS,1579.12,42,325,19
GIFTS,865.61,20,325,20
GIFTS,204.61,8,325,21
GIFTS,240.66,7,325,22
GIFTS,12,1,325,23
GIFTS,238.02,10,326,6
GIFTS,2458.27,61,326,7
GIFTS,3701.35,96,326,8
GIFTS,6540.54,150,326,9
GIFTS,7887.29999999999,187,326,10
GIFTS,7033.15,188,326,11
GIFTS,7673.96,194,326,12
GIFTS,7997.8,212,326,13
GIFTS,8108.43,210,326,14
GIFTS,7515.79,234,326,15
GIFTS,7729.16,200,326,16
GIFTS,5990.74,182,326,17
GIFTS,3833.81,125,326,18
GIFTS,2059.07,70,326,19
GIFTS,1054.52,43,326,20
GIFTS,627.31,13,326,21
GIFTS,162.76,3,326,22
GIFTS,274.9,5,326,23
GIFTS,7.75,1,327,0
GIFTS,42.18,2,327,1
GIFTS,38.14,1,327,4
GIFTS,73.16,3,327,5
GIFTS,541.44,15,327,6
GIFTS,3949.34,97,327,7
GIFTS,8400.36,174,327,8
GIFTS,9469.84,249,327,9
GIFTS,11114.82,299,327,10
GIFTS,13064.91,348,327,11
GIFTS,16714.99,404,327,12
GIFTS,15900.83,395,327,13
GIFTS,14357.14,358,327,14
GIFTS,10701.95,293,327,15
GIFTS,8768.51,246,327,16
GIFTS,7172.66,195,327,17
GIFTS,2837.64,103,327,18
GIFTS,2042.61,71,327,19
GIFTS,910.63,23,327,20
GIFTS,515.9,14,327,21
GIFTS,178.48,4,327,22
GIFTS,135.07,3,327,23
GIFTS,27.13,1,328,0
GIFTS,21.98,1,328,1
GIFTS,102.08,4,328,5
GIFTS,563.82,8,328,6
GIFTS,1128.78,26,328,7
GIFTS,3360.49,80,328,8
GIFTS,5066.74,131,328,9
GIFTS,7905.49,197,328,10
GIFTS,9077.12999999999,242,328,11
GIFTS,11234.83,287,328,12
GIFTS,9183.21000000001,260,328,13
GIFTS,8426.2,237,328,14
GIFTS,5519.11999999999,168,328,15
GIFTS,5859.48000000001,124,328,16
GIFTS,2206.79,67,328,17
GIFTS,1451.91,43,328,18
GIFTS,390.94,18,328,19
GIFTS,194.18,5,328,20
GIFTS,116.79,4,328,21
GIFTS,155.98,1,328,22
GIFTS,18.25,1,328,23
GIFTS,13.93,1,329,3
GIFTS,24,2,329,4
GIFTS,151.26,4,329,5
GIFTS,283.55,10,329,6
GIFTS,2055.12,54,329,7
GIFTS,4184.19,112,329,8
GIFTS,5276.83,115,329,9
GIFTS,5913.17999999999,123,329,10
GIFTS,5088.91,137,329,11
GIFTS,7213.97,195,329,12
GIFTS,7230.39,196,329,13
GIFTS,7055.01,183,329,14
GIFTS,5252.95,142,329,15
GIFTS,4894.67,140,329,16
GIFTS,3169.49,111,329,17
GIFTS,1790.6,66,329,18
GIFTS,1436.52,31,329,19
GIFTS,689.79,29,329,20
GIFTS,256.89,9,329,21
GIFTS,10.99,1,329,22
GIFTS,5.24,2,330,4
GIFTS,103.12,3,330,5
GIFTS,923.37,12,330,6
GIFTS,2321.51,55,330,7
GIFTS,3865.88,91,330,8
GIFTS,4147.46,107,330,9
GIFTS,5517.89,153,330,10
GIFTS,7605.61,190,330,11
GIFTS,5611,168,330,12
GIFTS,7037.23,183,330,13
GIFTS,6689.36,180,330,14
GIFTS,5567.17,157,330,15
GIFTS,3891.38,121,330,16
GIFTS,4562.36,133,330,17
GIFTS,2397.52,76,330,18
GIFTS,1360.38,39,330,19
GIFTS,566.86,17,330,20
GIFTS,321.8,10,330,21
GIFTS,266.5,3,330,22
GIFTS,22.34,2,330,23
GIFTS,34.95,1,331,0
GIFTS,42.98,1,331,3
GIFTS,10.87,2,331,4
GIFTS,291.64,9,331,5
GIFTS,529.34,21,331,6
GIFTS,2291.82,60,331,7
GIFTS,4387.52,110,331,8
GIFTS,5155.43,126,331,9
GIFTS,7515.49,191,331,10
GIFTS,8958.51,200,331,11
GIFTS,7441.87000000001,212,331,12
GIFTS,8745.32,234,331,13
GIFTS,8945.37,227,331,14
GIFTS,7356.44,216,331,15
GIFTS,5825.35999999999,169,331,16
GIFTS,4319.85,115,331,17
GIFTS,3073.94,77,331,18
GIFTS,1325.97,50,331,19
GIFTS,1198.57,36,331,20
GIFTS,154.14,6,331,21
GIFTS,121.09,4,331,22
GIFTS,7.95,1,332,0
GIFTS,34.45,2,332,5
GIFTS,65.88,2,332,6
GIFTS,10.69,1,332,7
GIFTS,182.25,3,332,8
GIFTS,701.5,13,332,9
GIFTS,269.52,11,332,10
GIFTS,714.87,25,332,11
GIFTS,1203.15,30,332,12
GIFTS,771.99,17,332,13
GIFTS,608.17,16,332,14
GIFTS,718.42,17,332,15
GIFTS,624.83,10,332,16
GIFTS,1742.58,48,332,17
GIFTS,3262.29,109,332,18
GIFTS,3625.31,115,332,19
GIFTS,4852.28,141,332,20
GIFTS,3985.4,141,332,21
GIFTS,5215.61,151,332,22
GIFTS,5028,146,332,23
GIFTS,3469.12,109,333,0
GIFTS,2833.68,81,333,1
GIFTS,1903.82,45,333,2
GIFTS,2691.5,73,333,3
GIFTS,2920.76,72,333,4
GIFTS,3636.79,82,333,5
GIFTS,5830.32,120,333,6
GIFTS,9530.18,217,333,7
GIFTS,13460.34,300,333,8
GIFTS,17392.96,371,333,9
GIFTS,18594.02,439,333,10
GIFTS,20624.72,503,333,11
GIFTS,18675.82,459,333,12
GIFTS,21889.07,497,333,13
GIFTS,17704.11,443,333,14
GIFTS,14686.72,398,333,15
GIFTS,15174.73,322,333,16
GIFTS,9362.67000000001,232,333,17
GIFTS,6525.04,169,333,18
GIFTS,3203.81,108,333,19
GIFTS,2413.15,59,333,20
GIFTS,1232.81,32,333,21
GIFTS,421.21,10,333,22
GIFTS,4.6,1,334,1
GIFTS,33.45,1,334,2
GIFTS,28.4,1,334,3
GIFTS,164.46,3,334,5
GIFTS,1492.95,34,334,6
GIFTS,3471.28,86,334,7
GIFTS,9188.24000000001,206,334,8
GIFTS,11528.53,276,334,9
GIFTS,13605.36,348,334,10
GIFTS,18153.5,411,334,11
GIFTS,19934.49,459,334,12
GIFTS,18182.62,437,334,13
GIFTS,16173.53,380,334,14
GIFTS,11947.88,320,334,15
GIFTS,10753.67,291,334,16
GIFTS,6788.63,201,334,17
GIFTS,6106.77,148,334,18
GIFTS,3423.12,68,334,19
GIFTS,1944.08,47,334,20
GIFTS,555.82,22,334,21
GIFTS,216.64,5,334,22
GIFTS,76.3,3,334,23
GROCERIES,42184.46,987,319,0
GROCERIES,23984.02,670,319,1
GROCERIES,26393.53,687,319,2
GROCERIES,52930.87,1518,319,3
GROCERIES,185242.43,5059,319,4
GROCERIES,371706.79,8635,319,5
GROCERIES,575549.109999998,13139,319,6
GROCERIES,844084.559999999,18144,319,7
GROCERIES,1170264.8,24474,319,8
GROCERIES,1454705.66999998,30563,319,9
GROCERIES,1596611.85999999,33413,319,10
GROCERIES,1742307.75999998,36865,319,11
GROCERIES,1864681.11999999,40133,319,12
GROCERIES,2019959.54999996,43377,319,13
GROCERIES,2163193.32999999,47273,319,14
GROCERIES,2185653.77999997,48779,319,15
GROCERIES,2013589.59999998,45596,319,16
GROCERIES,1679374.61999998,39341,319,17
GROCERIES,1259373.89,30779,319,18
GROCERIES,847059.329999994,21698,319,19
GROCERIES,551214.359999996,14759,319,20
GROCERIES,323061.079999998,9183,319,21
GROCERIES,173324.77,5166,319,22
GROCERIES,79808.8500000001,2478,319,23
GROCERIES,41199.59,1311,320,0
GROCERIES,23835.02,758,320,1
GROCERIES,17016.27,607,320,2
GROCERIES,34718.32,958,320,3
GROCERIES,126052.11,3388,320,4
GROCERIES,349182.969999997,7876,320,5
GROCERIES,688816.519999996,14362,320,6
GROCERIES,1113939.3,22318,320,7
GROCERIES,1616039.86,31768,320,8
GROCERIES,2032457.37999997,39389,320,9
GROCERIES,2310555.28000001,44406,320,10
GROCERIES,2529647.64999996,48385,320,11
GROCERIES,2585342.67000002,51048,320,12
GROCERIES,2628912.36000002,52324,320,13
GROCERIES,2586111.85000001,53032,320,14
GROCERIES,2328116.79999999,49984,320,15
GROCERIES,2001153.78999999,44548,320,16
GROCERIES,1554808.02999998,36686,320,17
GROCERIES,1102842.51999999,27284,320,18
GROCERIES,740173.309999999,19376,320,19
GROCERIES,473462.989999999,12896,320,20
GROCERIES,284780.81,8336,320,21
GROCERIES,159518.37,4821,320,22
GROCERIES,70211.2500000001,2289,320,23
GROCERIES,31254.66,1119,321,0
GROCERIES,17718.21,669,321,1
GROCERIES,14496.77,456,321,2
GROCERIES,22888.54,692,321,3
GROCERIES,98028.91,2779,321,4
GROCERIES,280433.940000001,6419,321,5
GROCERIES,562607.880000001,12170,321,6
GROCERIES,1015638.56,20213,321,7
GROCERIES,1528152.96999998,29765,321,8
GROCERIES,2045596.73999999,39728,321,9
GROCERIES,2282250.53999999,44513,321,10
GROCERIES,2465276.01,48101,321,11
GROCERIES,2594258.65,50132,321,12
GROCERIES,2537223.79000001,50883,321,13
GROCERIES,2498764.99999999,51243,321,14
GROCERIES,2245668.69999998,47181,321,15
GROCERIES,1884560.61999997,41526,321,16
GROCERIES,1474569.46999998,34103,321,17
GROCERIES,943282.259999993,22970,321,18
GROCERIES,578850.379999993,15197,321,19
GROCERIES,349007.439999999,9779,321,20
GROCERIES,182972.89,5634,321,21
GROCERIES,82156.97,2723,321,22
GROCERIES,39154.34,1371,321,23
GROCERIES,18096.66,678,322,0
GROCERIES,12732.56,469,322,1
GROCERIES,10834.16,431,322,2
GROCERIES,25548.25,984,322,3
GROCERIES,81426.74,3330,322,4
GROCERIES,189594.86,6154,322,5
GROCERIES,348403.190000001,9776,322,6
GROCERIES,563370.52,14131,322,7
GROCERIES,826322.709999995,20098,322,8
GROCERIES,1086058.13999999,25842,322,9
GROCERIES,1249874.79,29074,322,10
GROCERIES,1367320.78999999,31663,322,11
GROCERIES,1498735.43,35150,322,12
GROCERIES,1642527.38,39220,322,13
GROCERIES,1827630.43999999,44760,322,14
GROCERIES,1928889.44999999,47878,322,15
GROCERIES,1809597.49999998,44993,322,16
GROCERIES,1463039.09999999,37589,322,17
GROCERIES,1036169.36999998,27603,322,18
GROCERIES,674001.189999991,18409,322,19
GROCERIES,386498.269999999,11394,322,20
GROCERIES,220248.61,6784,322,21
GROCERIES,103520.82,3411,322,22
GROCERIES,47575.9199999999,1568,322,23
